name	DNA1	DNA2	DNA3	DNA4	RNA1	RNA2	RNA3	RNA4	group	region_name	Coding
chr10:72209391-72209562::REF	402	371	341	380	336	342	254	314	REF	chr10:72209391-72209562	FALSE
chr10:72209747-72209918::REF	496	446	450	478	520	443	353	496	REF	chr10:72209747-72209918	FALSE
chr10:72315980-72316151::REF	221	195	226	230	119	73	62	122	REF	chr10:72315980-72316151	FALSE
chr10:73014470-73014641::REF	240	213	268	267	273	200	256	267	REF	chr10:73014470-73014641	FALSE
chr10:73021275-73021446::REF	71	48	65	69	66	70	62	123	REF	chr10:73021275-73021446	FALSE
chr10:73128307-73128478::REF	220	128	136	164	225	154	115	226	REF	chr10:73128307-73128478	FALSE
chr10:73472272-73472443::REF	36	34	50	36	22	14	20	30	REF	chr10:73472272-73472443	FALSE
chr10:73660338-73660509::REF	211	196	193	219	210	211	153	185	REF	chr10:73660338-73660509	FALSE
chr10:73820870-73821041::REF	788	700	726	772	1400	1188	1115	1518	REF	chr10:73820870-73821041	FALSE
chr10:73822549-73822720::REF	363	285	318	353	392	346	269	373	REF	chr10:73822549-73822720	FALSE
chr10:73832071-73832242::REF	268	199	213	238	322	225	227	254	REF	chr10:73832071-73832242	FALSE
chr10:74033238-74033409::REF	147	114	150	141	146	95	115	137	REF	chr10:74033238-74033409	FALSE
chr10:75235721-75235892::REF	1161	947	950	1006	1044	912	802	1091	REF	chr10:75235721-75235892	FALSE
chr10:75735680-75735851::REF	279	239	219	244	228	204	131	172	REF	chr10:75735680-75735851	FALSE
chr10:78037148-78037319::REF	20	23	17	12	16	9	12	15	REF	chr10:78037148-78037319	TRUE
chr10:78040647-78040818::REF	348	322	354	361	387	251	275	323	REF	chr10:78040647-78040818	FALSE
chr10:78293062-78293233::REF	747	623	691	744	588	534	518	637	REF	chr10:78293062-78293233	FALSE
chr10:79095619-79095790::REF	202	147	183	197	245	161	166	192	REF	chr10:79095619-79095790	FALSE
chr10:79102352-79102523::REF	679	522	599	599	410	334	261	336	REF	chr10:79102352-79102523	FALSE
chr10:79123683-79123854::REF	409	347	370	401	412	349	326	434	REF	chr10:79123683-79123854	FALSE
chr10:79141688-79141859::REF	584	500	569	545	636	573	399	571	REF	chr10:79141688-79141859	FALSE
chr10:79203163-79203334::REF	916	818	770	903	637	421	351	475	REF	chr10:79203163-79203334	FALSE
chr10:79279046-79279217::REF	28	18	29	29	18	26	14	14	REF	chr10:79279046-79279217	FALSE
chr10:79412759-79412930::REF	143	143	156	164	188	142	143	186	REF	chr10:79412759-79412930	FALSE
chr10:80161238-80161409::REF	686	528	522	589	801	731	602	686	REF	chr10:80161238-80161409	FALSE
chr10:80503967-80504138::REF	220	173	203	197	135	100	119	103	REF	chr10:80503967-80504138	FALSE
chr10:80504741-80504912::REF	414	351	304	352	362	294	255	322	REF	chr10:80504741-80504912	FALSE
chr10:81084081-81084252::REF	465	388	431	509	241	203	144	217	REF	chr10:81084081-81084252	FALSE
chr10:81801630-81801801::REF	48	39	45	42	54	36	17	46	REF	chr10:81801630-81801801	FALSE
chr10:819280-819451::REF	898	749	746	861	1040	899	813	1041	REF	chr10:819280-819451	FALSE
chr10:85492362-85492533::REF	136	154	162	132	177	122	108	162	REF	chr10:85492362-85492533	FALSE
chr10:86902743-86902914::REF	435	389	382	444	556	357	426	503	REF	chr10:86902743-86902914	FALSE
chr10:87862439-87862610::REF	1234	1111	1192	1258	1095	904	814	1105	REF	chr10:87862439-87862610	FALSE
chr10:87876244-87876415::REF	14	11	13	16	29	17	11	19	REF	chr10:87876244-87876415	FALSE
chr10:87994201-87994372::REF	243	204	220	249	241	228	202	249	REF	chr10:87994201-87994372	FALSE
chr10:88131976-88132147::REF	362	301	296	309	366	271	205	360	REF	chr10:88131976-88132147	FALSE
chr10:89063362-89063533::REF	52	45	22	40	55	36	29	46	REF	chr10:89063362-89063533	FALSE
chr10:89348149-89348320::REF	255	210	230	251	267	233	221	333	REF	chr10:89348149-89348320	FALSE
chr10:89478661-89478832::REF	61	63	58	61	47	56	45	67	REF	chr10:89478661-89478832	FALSE
chr10:89520678-89520849::REF	202	188	194	205	166	154	152	207	REF	chr10:89520678-89520849	FALSE
chr10:89588849-89589020::REF	190	119	127	124	161	126	104	171	REF	chr10:89588849-89589020	FALSE
chr10:90169468-90169639::REF	322	281	278	332	268	192	195	270	REF	chr10:90169468-90169639	FALSE
chr10:90918780-90918951::REF	425	302	301	360	539	407	352	464	REF	chr10:90918780-90918951	TRUE
chr10:90931093-90931264::REF	325	309	290	287	619	519	438	592	REF	chr10:90931093-90931264	FALSE
chr10:91566286-91566457::REF	701	555	587	646	742	584	642	708	REF	chr10:91566286-91566457	FALSE
chr10:91572590-91572761::REF	226	206	179	223	222	154	134	185	REF	chr10:91572590-91572761	FALSE
chr10:91623251-91623422::REF	229	167	144	209	95	94	72	95	REF	chr10:91623251-91623422	FALSE
chr10:91633100-91633271::REF	835	714	719	808	720	614	590	714	REF	chr10:91633100-91633271	FALSE
chr10:91641953-91642124::REF	145	133	100	135	183	156	104	160	REF	chr10:91641953-91642124	FALSE
chr10:92202918-92203089::REF	212	171	175	213	217	163	134	158	REF	chr10:92202918-92203089	FALSE
chr10:92579472-92579643::REF	175	144	147	194	167	133	103	126	REF	chr10:92579472-92579643	FALSE
chr10:92584144-92584315::REF	402	340	346	392	299	222	241	297	REF	chr10:92584144-92584315	FALSE
chr10:93064392-93064563::REF	167	164	143	156	157	123	110	130	REF	chr10:93064392-93064563	TRUE
chr10:93064830-93065001::REF	119	87	144	95	225	250	171	265	REF	chr10:93064830-93065001	FALSE
chr10:93315489-93315660::REF	142	122	119	135	170	130	113	163	REF	chr10:93315489-93315660	FALSE
chr10:93378051-93378222::REF	32	25	28	18	10	16	13	15	REF	chr10:93378051-93378222	FALSE
chr10:94212029-94212200::REF	558	460	519	534	289	239	210	287	REF	chr10:94212029-94212200	FALSE
chr10:95275256-95275427::REF	152	125	103	126	162	118	105	157	REF	chr10:95275256-95275427	FALSE
chr10:95325931-95326102::REF	243	207	235	252	272	207	182	198	REF	chr10:95325931-95326102	FALSE
chr10:95376033-95376204::REF	120	109	105	92	103	61	67	94	REF	chr10:95376033-95376204	FALSE
chr10:95409376-95409547::REF	242	239	251	259	365	304	271	341	REF	chr10:95409376-95409547	FALSE
chr10:95414909-95415080::REF	122	78	78	94	69	37	50	72	REF	chr10:95414909-95415080	FALSE
chr10:95418372-95418543::REF	303	302	240	352	355	312	265	318	REF	chr10:95418372-95418543	FALSE
chr10:95425285-95425456::REF	219	179	215	219	350	268	218	291	REF	chr10:95425285-95425456	FALSE
chr10:95616512-95616683::REF	153	126	143	143	142	106	91	99	REF	chr10:95616512-95616683	FALSE
chr10:95756645-95756816::REF	255	214	190	247	236	128	131	195	REF	chr10:95756645-95756816	FALSE
chr10:97453728-97453899::REF	349	326	329	349	312	266	251	329	REF	chr10:97453728-97453899	TRUE
chr10:97456881-97457052::REF	420	363	349	392	281	206	247	272	REF	chr10:97456881-97457052	FALSE
chr10:98403219-98403390::REF	445	399	393	426	420	355	342	412	REF	chr10:98403219-98403390	FALSE
chr10:99581070-99581241::REF	222	189	199	199	191	157	151	193	REF	chr10:99581070-99581241	FALSE
chr10:99712806-99712977::REF	528	458	433	506	568	504	420	565	REF	chr10:99712806-99712977	FALSE
chr1:100074672-100074843::REF	372	311	327	383	372	311	277	405	REF	chr1:100074672-100074843	FALSE
chr1:101206118-101206289::REF	671	501	564	600	557	484	418	602	REF	chr1:101206118-101206289	FALSE
chr1:101216300-101216471::REF	80	84	97	91	95	61	64	80	REF	chr1:101216300-101216471	FALSE
chr1:101226902-101227073::REF	65	56	53	63	98	97	75	86	REF	chr1:101226902-101227073	FALSE
chr1:10152519-10152690::REF	744	575	613	730	689	462	434	494	REF	chr1:10152519-10152690	FALSE
chr1:10205410-10205581::REF	187	175	167	198	205	172	188	193	REF	chr1:10205410-10205581	FALSE
chr1:10213975-10214146::REF	190	153	170	164	193	168	174	193	REF	chr1:10213975-10214146	FALSE
chr1:103529935-103530106::REF	207	208	192	206	180	138	156	197	REF	chr1:103529935-103530106	FALSE
chr1:104044947-104045118::REF	407	342	344	395	362	307	288	372	REF	chr1:104044947-104045118	FALSE
chr1:10505724-10505895::REF	1202	990	983	1128	1025	839	748	889	REF	chr1:10505724-10505895	FALSE
chr1:10588562-10588733::REF	385	350	370	314	458	398	315	375	REF	chr1:10588562-10588733	FALSE
chr1:106286907-106287078::REF	126	135	121	114	125	95	95	140	REF	chr1:106286907-106287078	FALSE
chr1:106489438-106489609::REF	112	100	80	104	81	84	51	95	REF	chr1:106489438-106489609	FALSE
chr1:1068546-1068717::REF	1583	1348	1250	1459	1057	880	836	1134	REF	chr1:1068546-1068717	FALSE
chr1:10865684-10865855::REF	865	752	654	826	953	763	785	889	REF	chr1:10865684-10865855	FALSE
chr1:108688043-108688214::REF	36	23	30	24	19	21	11	31	REF	chr1:108688043-108688214	FALSE
chr1:109202387-109202558::REF	354	335	283	312	291	235	255	271	REF	chr1:109202387-109202558	FALSE
chr1:109212694-109212865::REF	135	136	133	130	131	101	99	119	REF	chr1:109212694-109212865	FALSE
chr1:109224881-109225052::REF	139	140	120	132	186	140	103	187	REF	chr1:109224881-109225052	FALSE
chr1:109421999-109422170::REF	374	284	271	356	392	272	274	320	REF	chr1:109421999-109422170	FALSE
chr1:109436859-109437030::REF	161	152	133	174	190	134	72	105	REF	chr1:109436859-109437030	FALSE
chr1:109806174-109806345::REF	551	488	472	519	203	180	158	149	REF	chr1:109806174-109806345	FALSE
chr1:109994499-109994670::REF	241	213	213	250	224	184	191	203	REF	chr1:109994499-109994670	FALSE
chr11:100661314-100661485::REF	647	560	531	603	107	86	64	68	REF	chr11:100661314-100661485	FALSE
chr1:110188890-110189061::REF	1280	1109	1133	1241	1936	1684	1508	1928	REF	chr1:110188890-110189061	FALSE
chr11:101912810-101912981::REF	143	139	144	150	140	114	118	142	REF	chr11:101912810-101912981	FALSE
chr11:102112522-102112693::REF	315	288	312	311	377	297	266	336	REF	chr11:102112522-102112693	FALSE
chr11:102143406-102143577::REF	365	258	283	305	448	396	354	500	REF	chr11:102143406-102143577	FALSE
chr11:102443782-102443953::REF	53	43	49	38	54	55	54	55	REF	chr11:102443782-102443953	FALSE
chr11:102546543-102546714::REF	357	277	269	295	271	220	179	245	REF	chr11:102546543-102546714	FALSE
chr11:103115114-103115285::REF	14	9	8	11	25	15	14	5	REF	chr11:103115114-103115285	TRUE
chr11:10394877-10395048::REF	188	128	173	171	219	134	138	142	REF	chr11:10394877-10395048	FALSE
chr1:11058213-11058384::REF	454	391	382	465	465	378	316	408	REF	chr1:11058213-11058384	FALSE
chr11:106815820-106815991::REF	243	209	216	263	199	169	179	197	REF	chr11:106815820-106815991	FALSE
chr11:107017640-107017811::REF	3859	3312	3196	3742	3584	3052	2590	3466	REF	chr11:107017640-107017811	FALSE
chr11:107293801-107293972::REF	774	713	724	806	946	790	814	1068	REF	chr11:107293801-107293972	FALSE
chr11:107293803-107293974::REF	357	297	305	350	260	269	259	281	REF	chr11:107293803-107293974	FALSE
chr11:107349074-107349245::REF	161	158	144	164	305	248	221	248	REF	chr11:107349074-107349245	FALSE
chr11:107359090-107359261::REF	487	472	455	454	513	422	360	414	REF	chr11:107359090-107359261	FALSE
chr11:10763059-10763230::REF	318	247	222	273	177	186	138	207	REF	chr11:10763059-10763230	FALSE
chr11:10787908-10788079::REF	25	40	44	36	32	31	23	40	REF	chr11:10787908-10788079	FALSE
chr11:108000177-108000348::REF	367	334	308	418	398	329	260	370	REF	chr11:108000177-108000348	FALSE
chr11:111923077-111923248::REF	92	90	94	98	97	53	75	58	REF	chr11:111923077-111923248	FALSE
chr11:112013576-112013747::REF	304	248	259	286	343	313	244	302	REF	chr11:112013576-112013747	FALSE
chr11:112159176-112159347::REF	838	748	728	872	871	628	558	718	REF	chr11:112159176-112159347	FALSE
chr11:11269490-11269661::REF	587	478	490	527	456	377	310	457	REF	chr11:11269490-11269661	FALSE
chr11:112777658-112777829::REF	930	777	734	849	1437	1135	1061	1410	REF	chr11:112777658-112777829	FALSE
chr11:112882919-112883090::REF	856	748	706	877	1106	970	976	1112	REF	chr11:112882919-112883090	FALSE
chr11:112965853-112966024::REF	553	441	405	501	59	65	55	52	REF	chr11:112965853-112966024	FALSE
chr11:113013310-113013481::REF	26	38	31	38	39	24	34	45	REF	chr11:113013310-113013481	FALSE
chr11:113054316-113054487::REF	293	260	271	293	214	157	156	204	REF	chr11:113054316-113054487	FALSE
chr11:113076843-113077014::REF	9	17	23	14	35	18	14	27	REF	chr11:113076843-113077014	FALSE
chr11:114163047-114163218::REF	77	83	70	63	92	63	83	69	REF	chr11:114163047-114163218	FALSE
chr11:114194148-114194319::REF	103	74	97	128	144	127	101	109	REF	chr11:114194148-114194319	FALSE
chr11:114216392-114216563::REF	483	430	451	478	671	518	423	654	REF	chr11:114216392-114216563	FALSE
chr1:11144057-11144228::REF	410	359	359	380	405	417	271	390	REF	chr1:11144057-11144228	FALSE
chr1:111489692-111489863::REF	807	613	620	738	810	668	627	763	REF	chr1:111489692-111489863	FALSE
chr1:111510111-111510282::REF	326	265	280	307	325	287	292	333	REF	chr1:111510111-111510282	FALSE
chr11:115273299-115273470::REF	76	73	65	76	72	33	49	57	REF	chr11:115273299-115273470	FALSE
chr11:115606520-115606691::REF	97	80	70	103	126	73	107	140	REF	chr11:115606520-115606691	FALSE
chr11:116702623-116702794::REF	104	104	96	135	136	111	104	136	REF	chr11:116702623-116702794	FALSE
chr11:116839287-116839458::REF	507	452	402	486	595	424	441	538	REF	chr11:116839287-116839458	FALSE
chr11:116840697-116840868::REF	1048	860	937	976	1163	1076	1004	1294	REF	chr11:116840697-116840868	FALSE
chr11:116840809-116840980::REF	301	252	289	286	426	299	341	400	REF	chr11:116840809-116840980	FALSE
chr11:116842096-116842267::REF	71	57	64	46	73	70	95	107	REF	chr11:116842096-116842267	FALSE
chr11:116848280-116848451::REF	214	147	199	198	128	107	100	149	REF	chr11:116848280-116848451	FALSE
chr11:116863393-116863564::REF	247	190	182	229	125	91	82	118	REF	chr11:116863393-116863564	FALSE
chr11:116932340-116932511::REF	217	163	194	189	200	137	157	182	REF	chr11:116932340-116932511	FALSE
chr11:117026716-117026887::REF	47	48	43	50	59	40	33	62	REF	chr11:117026716-117026887	FALSE
chr11:117167429-117167600::REF	427	297	330	385	460	377	288	402	REF	chr11:117167429-117167600	TRUE
chr11:117176124-117176295::REF	126	126	77	133	150	95	109	124	REF	chr11:117176124-117176295	FALSE
chr1:111730388-111730559::REF	210	217	218	252	269	261	230	251	REF	chr1:111730388-111730559	FALSE
chr11:117923912-117924083::REF	1561	1350	1261	1547	1994	1587	1485	1895	REF	chr11:117923912-117924083	FALSE
chr11:118440357-118440528::REF	207	152	166	157	145	129	115	139	REF	chr11:118440357-118440528	FALSE
chr11:118577619-118577790::REF	95	70	65	104	88	62	58	83	REF	chr11:118577619-118577790	FALSE
chr11:118603208-118603379::REF	131	126	122	125	135	95	107	162	REF	chr11:118603208-118603379	FALSE
chr11:118753493-118753664::REF	945	765	774	883	785	643	635	746	REF	chr11:118753493-118753664	FALSE
chr11:118755194-118755365::REF	87	60	59	63	44	59	48	39	REF	chr11:118755194-118755365	FALSE
chr11:118761046-118761217::REF	333	299	311	344	319	268	230	323	REF	chr11:118761046-118761217	FALSE
chr11:118767238-118767409::REF	40	34	22	51	48	35	25	51	REF	chr11:118767238-118767409	FALSE
chr1:111895637-111895808::REF	1567	1437	1465	1559	1226	1134	942	1242	REF	chr1:111895637-111895808	FALSE
chr11:119059593-119059764::REF	654	588	511	629	813	707	639	854	REF	chr11:119059593-119059764	FALSE
chr11:119078339-119078510::REF	521	433	456	452	571	504	423	581	REF	chr11:119078339-119078510	FALSE
chr11:119216614-119216785::REF	54	41	44	34	36	45	24	26	REF	chr11:119216614-119216785	FALSE
chr11:119307707-119307878::REF	177	147	170	190	192	141	178	198	REF	chr11:119307707-119307878	FALSE
chr11:119422584-119422755::REF	499	477	433	505	424	344	307	411	REF	chr11:119422584-119422755	FALSE
chr11:119777495-119777666::REF	311	321	316	349	222	181	119	152	REF	chr11:119777495-119777666	FALSE
chr11:119866207-119866378::REF	533	435	416	467	486	385	331	436	REF	chr11:119866207-119866378	FALSE
chr1:111991510-111991681::REF	718	609	613	681	641	506	443	523	REF	chr1:111991510-111991681	FALSE
chr11:12004754-12004925::REF	34	39	31	58	41	27	25	39	REF	chr11:12004754-12004925	FALSE
chr11:120102628-120102799::REF	370	299	316	337	325	278	245	365	REF	chr11:120102628-120102799	FALSE
chr11:120156681-120156852::REF	30	39	29	40	37	24	21	41	REF	chr11:120156681-120156852	FALSE
chr11:12018266-12018437::REF	748	630	646	764	764	690	549	705	REF	chr11:12018266-12018437	FALSE
chr11:12020036-12020207::REF	168	135	175	148	143	169	189	176	REF	chr11:12020036-12020207	FALSE
chr11:120363443-120363614::REF	343	259	303	348	306	247	182	290	REF	chr11:120363443-120363614	FALSE
chr1:11204042-11204213::REF	503	422	477	444	482	355	316	478	REF	chr1:11204042-11204213	FALSE
chr11:120737623-120737794::REF	25	24	19	14	25	31	17	20	REF	chr11:120737623-120737794	FALSE
chr11:120934200-120934371::REF	113	106	90	123	120	96	87	112	REF	chr11:120934200-120934371	FALSE
chr11:121892310-121892481::REF	118	92	99	107	100	105	87	132	REF	chr11:121892310-121892481	FALSE
chr11:122038698-122038869::REF	235	211	229	235	434	368	331	366	REF	chr11:122038698-122038869	FALSE
chr11:122098393-122098564::REF	43	35	25	34	36	28	15	29	REF	chr11:122098393-122098564	FALSE
chr11:122106353-122106524::REF	137	129	133	137	168	107	95	167	REF	chr11:122106353-122106524	FALSE
chr11:122214273-122214444::REF	373	356	314	348	303	227	255	338	REF	chr11:122214273-122214444	FALSE
chr1:112313953-112314124::REF	263	242	246	263	290	212	198	280	REF	chr1:112313953-112314124	FALSE
chr11:123428280-123428451::REF	250	223	216	271	284	262	234	268	REF	chr11:123428280-123428451	FALSE
chr1:112381853-112382024::REF	178	138	164	160	193	147	157	171	REF	chr1:112381853-112382024	FALSE
chr11:12434907-12435078::REF	111	88	93	113	109	73	95	97	REF	chr11:12434907-12435078	FALSE
chr11:124759849-124760020::REF	874	700	751	909	1082	889	685	1019	REF	chr11:124759849-124760020	FALSE
chr11:125376293-125376464::REF	767	684	643	776	1477	1218	1380	1614	REF	chr11:125376293-125376464	FALSE
chr11:126262760-126262931::REF	93	91	99	103	37	25	16	22	REF	chr11:126262760-126262931	FALSE
chr11:126269128-126269299::REF	489	425	466	461	436	364	266	413	REF	chr11:126269128-126269299	FALSE
chr1:112629622-112629793::REF	96	77	73	73	95	120	63	85	REF	chr1:112629622-112629793	FALSE
chr11:126317018-126317189::REF	1010	825	829	1027	892	743	722	797	REF	chr11:126317018-126317189	FALSE
chr11:126413030-126413200::REF	503	429	446	438	210	163	157	226	REF	chr11:126413030-126413200	FALSE
chr11:126491430-126491601::REF	358	338	272	366	365	262	200	321	REF	chr11:126491430-126491601	FALSE
chr11:12678814-12678985::REF	91	110	102	124	125	129	127	160	REF	chr11:12678814-12678985	FALSE
chr11:126997775-126997946::REF	516	412	454	537	654	580	522	662	REF	chr11:126997775-126997946	FALSE
chr1:112699894-112700065::REF	182	163	166	176	131	107	100	146	REF	chr1:112699894-112700065	TRUE
chr11:127581764-127581935::REF	118	69	73	101	108	90	60	96	REF	chr11:127581764-127581935	FALSE
chr11:127615241-127615412::REF	579	474	456	555	636	562	515	557	REF	chr11:127615241-127615412	FALSE
chr11:1280237-1280408::REF	955	788	766	882	921	707	724	916	REF	chr11:1280237-1280408	FALSE
chr11:12803011-12803182::REF	483	405	394	458	525	449	382	525	REF	chr11:12803011-12803182	FALSE
chr11:1280653-1280824::REF	806	707	716	816	1015	829	705	903	REF	chr11:1280653-1280824	FALSE
chr11:128467079-128467250::REF	597	534	542	568	822	662	569	792	REF	chr11:128467079-128467250	FALSE
chr1:112861396-112861567::REF	311	268	294	318	381	242	229	310	REF	chr1:112861396-112861567	FALSE
chr11:128693678-128693849::REF	611	546	557	649	601	446	442	508	REF	chr11:128693678-128693849	FALSE
chr11:128733447-128733618::REF	323	302	254	304	349	253	277	375	REF	chr11:128733447-128733618	FALSE
chr1:112902799-112902970::REF	302	295	247	296	329	234	182	247	REF	chr1:112902799-112902970	FALSE
chr1:112923394-112923565::REF	195	140	141	149	165	135	163	154	REF	chr1:112923394-112923565	FALSE
chr11:129391509-129391680::REF	172	140	135	145	149	141	120	138	REF	chr11:129391509-129391680	FALSE
chr1:112957844-112958015::REF	175	139	148	174	156	125	118	152	REF	chr1:112957844-112958015	FALSE
chr11:1298665-1298836::REF	277	253	245	285	332	264	205	291	REF	chr11:1298665-1298836	FALSE
